Product Description,Price(Dollar),Number of  reviews,Free days,Shipment
Lenovo ThinkPad X1 Yoga Gen 5 20UB001FUS 14" Touchscreen 2 in 1 Notebook - 1920 x 1080 - Core i5 i5-10210U - 8 GB RAM - 256 GB SSD - Iron Gray - Windows 10 Pro 64-bit - Intel UHD Graphics - in-pl,"1,335",76,90 days FREE. Terms apply.,Ships to Bangladesh
Apple iPad (8th Gen.) - 32GB - WiFi + Cellular - Space Gray (Renewed Premium),360,9,90 days FREE. Terms apply.,Ships to Bangladesh
"Lenovo 100E G3, Intel CELERON N4500 (1.10GHZ,), 11.6 1366 X 768 Non-Touch, CHRO",331,1,90 days FREE. Terms apply.,Ships to Bangladesh
"Lenovo IdeaPad 3 15.6ì FHD LED Gaming Laptop | 11th Gen Intel Core i5-11300H | NVIDIA GeForce RTX 3050 | Backlit Keyboard | Windows 11 | with USB3.0 HUB Bundle (Black, 8GB RAM | 256GB SSD)",699,14,90 days FREE. Terms apply.,Ships to Bangladesh
"Lenovo IdeaPad 3 15.6 Laptop, AMD Ryzen 5 3500U 8GB Memory, 256GB SSD, Windows 10",459,3,90 days FREE. Terms apply.,Ships to Bangladesh
"ASUS VivoBook S15 S533 Thin and Light Laptop, 15.6î FHD Display, Intel Core i5-1135G7 CPU, 8GB DDR4 RAM, 512GB PCIe SSD, Wi-Fi 6, Windows 11 Home, AI Noise-Cancellation, Dreamy White, S533EA-DH51-WH",729,117,90 days FREE. Terms apply.,Ships to Bangladesh
Lenovo ThinkPad X1 Carbon Gen 10 21CB0072US 14" Touchscreen Notebook - WUXGA - 1920 x 1200 - Intel Core i7 12th Gen i7-1255U Deca-core (10 Core) - 16 GB Total RAM - 512 GB SSD - Black Paint,"1,616",74,90 days FREE. Terms apply.,"Get it Thu, Jun 22 - Wed, Jul 5"
"ASUS Chromebook CX1, 11.6"" HD NanoEdge Display, Intel Celeron N4020 Processor, 64GB eMMC, 4GB RAM,Military Grade Standard  Chrome OS, Transparent Silver, CX1101CMA-DB44",239,8,90 days FREE. Terms apply.,Ships to Bangladesh
Dell Precision 7000 7670 16" Mobile Workstation - Full HD Plus - 1920 x 1200 - Intel Core i7 12th Gen i7-12850HX Hexadeca-core (16 Core) 2.10 GHz - 32 GB Total RAM - 512 GB SSD - Aluminum Titan Gray,"3,339",3,90 days FREE. Terms apply.,Ships to Bangladesh
"HP 2022 14"" Flagship Laptop, Windows 11 OS, AMD Dual-Core Processor Up to 2.60 GHz, 4GB RAM, 64GB SSD, Webcam, Dale Black(Renewed)",189,,90 days FREE. Terms apply.,Ships to Bangladesh
"ASUS ExpertCenter PN52 Mini PC Barebone with AMD 8-Core R7-5800H, Quad-4K displays, 7 x USB, up to 64GB DDR4 RAM, Triple Storage Design, WiFi 6E, Bluetooth, USB-C with VESA Mount",629,,90 days FREE. Terms apply.,Ships to Bangladesh
"2022 HP Flagship Laptop, Intel Dual-Core Processor up to 2.65GHz, 15-inch, 4GB DDR4, 500GB Storage, Super-Fast WiFi, Windows 11, Dale Red (Renewed)",299,,90 days FREE. Terms apply.,Ships to Bangladesh
Dell OptiPlex 5000 5490 All-in-One Computer - Intel Core i5 10th Gen i5-10500T Hexa-core (6 Core) 2.30 GHz - 8 GB RAM DDR4 SDRAM - 256 GB M.2 PCI Express NVMe SSD - 23.8" Full HD 1920 x 1080 -,"1,489",,90 days FREE. Terms apply.,Ships to Bangladesh
"ASUS ROG Gladius III Wired Gaming Mouse, 19K Optical Sensor, 19,000 DPI, 6 Programmable Buttons, RGB Lighting, ROG Switch Socket Design, Swappable Switches, Ergonomic, Black",96,,90 days FREE. Terms apply.,Ships to Bangladesh
Comfolio Universal Black Fits All Panasonic Toughbook,81,,90 days FREE. Terms apply.,Ships to Bangladesh
Lenovo 300e Chromebook 2nd Gen 81MB0061US 11.6" Touchscreen Chromebook - HD - 1366 x 768 - Intel Celeron N4120 Quad-core (4 Core) 1.10 GHz - 8 GB Total RAM - 8 GB On-Board Memory - 64 GB Flash Memory,270,,90 days FREE. Terms apply.,Ships to Bangladesh
HP Elite Dragonfly G3 13.5" Touchscreen Notebook - WUXGA - 1920 x 1280 - Intel Core i7 i7-1265U - 16 GB Total RAM,"2,272",,90 days FREE. Terms apply.,Ships to Bangladesh
"OnePlus Pad 11.61"" LCD Display, 8GB RAM,128GB Storage, MediaTek Dimensity 9000, Android 13.1, 144HZ Refresh Rate, Dolby Vision Atmos, Wi-Fi with Cellular Data Sharing Tablet",479,4,90 days FREE. Terms apply.,Ships to Bangladesh
Lenovo ThinkPad X13 Yoga Gen 3 21AW002MUS 13.3" Touchscreen Convertible 2 in 1 Notebook - WUXGA - 1920 x 1200 - Intel Core i5 12th Gen i5-1235U Deca-core (10 Core) - 16 GB Total RAM - 16 GB On-Board,"1,639","2,208",90 days FREE. Terms apply.,Ships to Bangladesh
iPad (7th Gen.) - 32GB - WiFi - Silver (Renewed Premium),259,22,90 days FREE. Terms apply.,Ships to Bangladesh
"MSI Summit E14 Evo 14.0"" FHD+ Ultra Thin Professional Laptop: Intel Core i5-1240P Iris Xe 16GB LPDDR5 512GB NVMe SSD, USB Type-C w/ PD Charging, Thunderbolt 4, TPM 2.0, Win 11 Pro: Ink Black A12M-026",980,659,90 days FREE. Terms apply.,Ships to Bangladesh
Dell Latitude 3000 3120 11.6" Touchscreen Notebook - HD - 1366 x 768 - Intel Celeron N5100 Quad-core (4 Core) 2.80 GHz - 4 GB Total RAM - 128 GB SSD,426,3,90 days FREE. Terms apply.,"Get it Fri, Jun 23 - Wed, Jun 28"
HP Z2 G9 Workstation - 1 x Intel Core i9 Hexadeca-core (16 Core) i9-12900 12th Gen 2.10 GHz - 32 GB DDR5 SDRAM RAM - 1 TB SSD - Small Form Factor - Black,"1,897",5,90 days FREE. Terms apply.,Ships to Bangladesh
Autel MaxiIM IM508 Key Programming Tablet,"1,467","1,677",90 days FREE. Terms apply.,Ships to Bangladesh
"Lenovo 11.6"" HD IPS Touchscreen 2-in-1 Chromebook, Quad-Core MediaTek MT8173C (4C, 2X A72 + 2X A53), 4GB RAM, 32GB eMMC, 802.11ac WiFi, Bluetooth 4.2, HDMI, Type-C, Chrome OS",199,1,90 days FREE. Terms apply.,Ships to Bangladesh
HP EliteBook 840 G9 14" Notebook - WUXGA - 1920 x 1200 - Intel Core i5 12th Gen i5-1245U Deca-core (10 Core) - 16 GB Total RAM - 512 GB SSD,"1,399",1,90 days FREE. Terms apply.,Ships to Bangladesh
ASUS PN41-S1-SYSF441PXFD N4500/4G/128SSD/W11/65W/VESA Mini PC,199,13,90 days FREE. Terms apply.,Ships to Bangladesh
"ASUS ExpertCenter D500SC Small Form Factor Desktop PC, Intel Core i5-11400, 8GB DDR4 RAM, 512GB PCIe SSD, TPM, Windows 11 Professional, Black, D500SC-XH503",769,,90 days FREE. Terms apply.,Ships to Bangladesh
"SAMSUNG 15.6î Galaxy Book2 Pro Laptop Computer|Windows 11 PRO | 16GB |256GB, 12th Gen IntelÆ Coreô i5-1240P Processor, Evo Certified, Lightweight, Silver (NP954XED-KB1US)","1,399",,90 days FREE. Terms apply.,Ships to Bangladesh
"Acer Chromebook 15, Intel Celeron N3350, 15.6"" Full HD Touch, 4GB LPDDR4, 32GB Storage, Google Chrome, Pure Silver, CB515-1HT-C2AE, 15-15.99 Inches",299,,90 days FREE. Terms apply.,Ships to Bangladesh
Intel NUC 10 Performance NUC10i7FNKN Barebone System - Mini PC - Socket BGA-1528-1 x Processor Support Core i7 10th Gen i7-10710U Hexa-core (6 Core),512,,90 days FREE. Terms apply.,Ships to Bangladesh
Dell Latitude 3000 3520 15.6" Notebook - HD - 1399 x 768 - Intel Core i3 11th Gen i3-1115G4 Dual-core (2 Core) 3 GHz - 8 GB Total RAM - 256 GB SSD,711,,90 days FREE. Terms apply.,Ships to Bangladesh
Lenovo ThinkPad L15 Gen 3 21C30056US 15.6" Notebook - Full HD - 1920 x 1080 - Intel Core i5 12th Gen i5-1235U Deca-core (10 Core) - 8 GB Total RAM - 256 GB SSD - Thunder Black,997,,90 days FREE. Terms apply.,Ships to Bangladesh
Apple iPad (7th Gen.) - 128GB - WiFi - Gold (Renewed Premium),310,,90 days FREE. Terms apply.,Ships to Bangladesh
"Acer Porsche Design Book RS AP714-51T-59ZV, Thin & Light Intel Evo, 14"" FHD Touch, 11th Gen Core i5-1135G7, Intel Iris Xe Graphics, 8GB LPDDR4X, 512GB NVMe SSD, Intel Wi-Fi 6, FPR, Back-lit KB","1,399",,90 days FREE. Terms apply.,Ships to Bangladesh
"HP Stream 14-inch Laptop, Intel Celeron N3060 Processor, 4 GB SDRAM Memory, 32 GB eMMC Storage, Windows 10 Home in S Mode with Office 365 Personal for one Year (14-cb030nr, Smoke Gray)",284,,90 days FREE. Terms apply.,Ships to Bangladesh
"ASUS S501MD Desktop PC, Intel Core i7-12700, 8GB DDR4 RAM, 512GB PCIe SSD, Wi-Fi 6, Windows 11 Home, Black, S501MD-SB703",929,,90 days FREE. Terms apply.,Ships to Bangladesh
"Lenovo THINKPAD X1 Yoga G6, Intel CORE I5-1135G7 (2.4GHZ, 8MB) 14 1920X1200 Touch, Wind","1,154",,90 days FREE. Terms apply.,Ships to Bangladesh
"HP 2022 Flagship Chromebook, 14"" IPS Full HD(1920x1080) Screen with Anti-Glare, AMD Dual-Core Processor Up to 3.5 GHz, 4GB DDR4 Ram, 128GB SSD, Webcam, Chrome OS, Ash Gray (Renewed) (Ash Gray)",163,,90 days FREE. Terms apply.,Ships to Bangladesh
Dell Latitude 7000 7320 13.3" Notebook - Full HD - 1920 x 1080 - Intel Core i5 11th Gen i5-1140G7 Quad-core (4 Core) 1.80 GHz - 8 GB Total RAM - 256 GB SSD - Carbon Fiber,"1,350",,90 days FREE. Terms apply.,Ships to Bangladesh
HP ZBook Fury G9 16" Mobile Workstation - WUXGA - 1920 x 1200 - Intel Core i7 12th Gen i7-12850HX Octa-core (8 Core) - 32 GB Total RAM - 1 TB SSD,"3,491",,90 days FREE. Terms apply.,Ships to Bangladesh
"OnePlus Pad 11.61"" LCD Display, 8GB RAM,128GB Storage, MediaTek Dimensity 9000, Android 13.1, 144HZ Refresh Rate, Dolby Vision Atmos, Wi-Fi with Cellular Data Sharing Tablet",479,1,90 days FREE. Terms apply.,Ships to Bangladesh
Lenovo 500E CHROMEBOOK CEL 4GB 32GB CAM CRM,253,1,90 days FREE. Terms apply.,"Get it Tue, Jun 27 - Mon, Jul 10"
"Lenovo M90T G3 Tower,W10P,I7,16GB,512GB,3YR","1,493",6,90 days FREE. Terms apply.,Ships to Bangladesh
MSI MOD1412495 14" I3-1215U/8/512/IRIS/W11 Laptop,499,51,90 days FREE. Terms apply.,Ships to Bangladesh
HP Pro Mini 400 G9 Desktop Computer - Intel Core i5 12th Gen i5-12500T Hexa-core (6 Core) 2 GHz - 8 GB RAM DDR4 SDRAM - 256 GB M.2 PCI Express NVMe 4.0 x4 SSD - Mini PC - Black,698,145,90 days FREE. Terms apply.,Ships to Bangladesh
Dell Precision 7000 7770 17.3" Mobile Workstation - Full HD - 1920 x 1080 - Intel Core i5 12th Gen i5-12600HX Dodeca-core (12 Core) 2.50 GHz - 16 GB Total RAM - 256 GB SSD - Aluminum Titan Gray,"2,307",3,90 days FREE. Terms apply.,Ships to Bangladesh
"ASUS PN80 Mini PC System with Intel Core i7-11700B, 16GB DDR4 RAM, M.2 PCIE G4 512GB SSD, WiFi 6E, Bluetooth, Thunderbolt 4, Windows 11 Pro (PN80-SYS715PXFD)","1,247",2,90 days FREE. Terms apply.,Ships to Bangladesh
"Acer Chromebook 15 CB3-532-C8DF, Intel Celeron N3060, 15.6"" HD Display, 4GB LPDDR3, 16GB eMMC, 802.11ac WiFi 5, Google Chrome",227,1,90 days FREE. Terms apply.,Ships to Bangladesh
"HP 2022 Newest Notebook 15 Laptop, 15.6"" Full HD Screen, Intel Celeron N4020 Processor, 16GB DDR4 Memory, 1TB SSD, Online Meeting Ready, Webcam, Type-C, RJ-45, HDMI, Windows 10 Home, Black",470,2,90 days FREE. Terms apply.,Ships to Bangladesh
"MSI GE66 Raider 15.6"" QHD 240Hz Gaming Display, Intel Core i9-11980HK, NVIDIA GeForce RTX3070, 32GB, 1TB NVMe SSD, Win10, Titanium Blue (11UG-068)","2,684",7,90 days FREE. Terms apply.,Ships to Bangladesh
HP EliteBook 655 G9 15.6" Touchscreen Notebook - Full HD - 1920 x 1080 - AMD Ryzen 7 PRO 5875U Octa-core (8 Core) 2 GHz - 32 GB Total RAM - 1 TB SSD,"1,627",1,90 days FREE. Terms apply.,Ships to Bangladesh
HP mt46 14" Thin Client Notebook - Full HD - 1920 x 1080 - AMD Ryzen 3 PRO 4450U Quad-core (4 Core) 2.50 GHz - 8 GB Total RAM - 128 GB SSD,976,5,90 days FREE. Terms apply.,Ships to Bangladesh
"LG 34CN650N-6N 34î UltraWide FHD All-in-One Thin Client (2560 x 1080) with IPS Display, Quad-core IntelÆ Celeron J4105 Processor, USB Type-Cô",789,7,90 days FREE. Terms apply.,Ships to Bangladesh
Lenovo ThinkBook 14 G4 IAP 21DH00DCUS 14" Touchscreen Notebook - Full HD - 1920 x 1080 - Intel Core i7 12th Gen i7-1255U Deca-core (10 Core) 1.70 GHz - 16 GB Total RAM - 8 GB On-Board Memory - 512 GB,"1,056",,90 days FREE. Terms apply.,Ships to Bangladesh
Dell Latitude 7420 2-in-1 I5 11-1135 G7 8GB 256GB SSD 14IN W10 WLS TCH,"1,208",,90 days FREE. Terms apply.,"Get it Mon, Jul 3 - Tue, Jul 25"
HP Z2 G9 Workstation - Intel Core i7 Dodeca-core (12 Core) i7-12700K 12th Gen 3.60 GHz - 32 GB DDR5 SDRAM RAM - 512 GB SSD - Tower,"1,828",,90 days FREE. Terms apply.,Ships to Bangladesh
"iBUYPOWER Pro Gaming PC Computer Desktop Y60BI7N3801i (Intel i7-13700F 2.1 GHz, Nvidia GeForce RTX 3080 10GB, 16 GB 3200 MHz DDR4 RAM, 1TB NVMe SSD, WiFi Ready, Windows 11 Home)","1,949",,90 days FREE. Terms apply.,Ships to Bangladesh
"ASUS Vivobook Go 12 L210 11.6""ù Ultra Thin Laptop, Intel Celeron N4020 CPU, 4GB RAM, 128GB eMMC Storage, Windows 11 Home in S Mode with One Year of Office 365 Personal, Dreamy White, L210MA-DS04-W",246,,90 days FREE. Terms apply.,Ships to Bangladesh
"ASUS AiO M3400 All-in-One Desktop PC, 23.8-inch Full HD Anti-Glare Touchscreen Display, AMD Ryzen 5 5625U Processor, 8GB DDR4 RAM, 512GB NVMe PCIe, Windows 11 Home, Kensington Lock, M3400WYA-DH503",799,,90 days FREE. Terms apply.,Ships to Bangladesh
"GIGABYTE AERO 15 XC - 15.6"", Intel Core i7-10870H, NVIDIA GeForce RTX 3070 8 GB GDDR6 Laptop GPU, 16 GB RAM, 512 GB SSD, Win 10 Home, Creator & Gaming Laptop (AERO 15 XC-8US1130SH)","1,999",,90 days FREE. Terms apply.,Ships to Bangladesh
Lenovo ThinkPad P1 Gen 4 20Y30038US 16" Touchscreen Mobile Workstation - WQUXGA - 3840 x 2400 - Intel Core i7 11th Gen i7-11800H Octa-core (8 Core) 2.30 GHz - 32 GB RAM - 1 TB SSD - Black,"2,799",,90 days FREE. Terms apply.,Ships to Bangladesh
Acer Chromebook Enterprise Spin 514 CP514-3WH CP514-3WH-R8C7 14" Touchscreen Convertible 2 in 1 Chromebook - Full HD - 1920 x 1080 - AMD Ryzen 7 5825C Octa-core (8 Core) 2 GHz - 16 GB Total RAM - 256,967,,90 days FREE. Terms apply.,Ships to Bangladesh
"ASUS VivoBook S 15 OLED Slim Laptop, 15.6î FHD OLED Display, Intel Evo Platform, Intel Core i5-12500H CPU, 8GB RAM, 512GB SSD, Windows 11 Home, Indie Black, K3502ZA-DS51",899,,90 days FREE. Terms apply.,Ships to Bangladesh
HP Pro SFF 400 G9 Desktop Computer - Intel Core i5 12th Gen i5-12500 Hexa-core (6 Core) 3 GHz - 8 GB RAM DDR4 SDRAM - 256 GB M.2 PCI Express NVMe SSD - Small Form Factor - Black,823,,90 days FREE. Terms apply.,Ships to Bangladesh
"OnePlus Pad 11.61"" LCD Display, 8GB RAM,128GB Storage, MediaTek Dimensity 9000, Android 13.1, 144HZ Refresh Rate, Dolby Vision Atmos, Wi-Fi with Cellular Data Sharing Tablet",479,3,90 days FREE. Terms apply.,Ships to Bangladesh
Lenovo ThinkPad T14 Gen 3 21AH00BPUS 14" Notebook - WUXGA - 1920 x 1200 - Intel Core i5 12th Gen i5-1235U Deca-core (10 Core) - 16 GB Total RAM - 8 GB On-Board Memory - 512 GB SSD - Thunder Black,"1,437",25,90 days FREE. Terms apply.,"Get it Thu, Jun 22 - Wed, Jul 5"
"HP Chromebook 14"" FHD Everyday Value Laptop (Intel Celeron N4000 2-Core, 4GB RAM, 64GB eMMC, Intel UHD 600, WiFi 6, Bluetooth 5.0, Webcam, 1xUSB 3.1, Chrome OS) with Hub",191,2,90 days FREE. Terms apply.,Ships to Bangladesh
"Acer Swift 7 SF714-51T-M9H0 Ultra-Thin 8.98mm Laptop, 14"" Full HD Touch, 7th Gen Intel Core i7-7Y75, 8GB LPDDR3, 256GB PCIe NVMe SSD, 4G LTE, Windows 10","1,549",10,90 days FREE. Terms apply.,Ships to Bangladesh
Dell Latitude 7420 2-in-1 I5 11-1145 G7 16GB 256GB SSD 14IN W10 WLS TCH,"1,743",11,90 days FREE. Terms apply.,Ships to Bangladesh
"MSI Cubi 5 Mini PC, Intel Core i5-10210U, 8GB Memory, 250GB SSD, WiFi 6, BT 5.1, Windows 10 Home (10M-848US): Cubi 5 (BLK)",519,2,90 days FREE. Terms apply.,Ships to Bangladesh
"Hyundai HyTab Plus Tablet 8LB1 8"" FHD Android Tablet IPS Display, Quad-Core Processor, Camera, WiFi & LTE,32GB Storage,2GB RAM Android 10 Go Edition - Black",379,16,90 days FREE. Terms apply.,Ships to Bangladesh
"Lenovo IdeaPad 3 15.6 Full HD Laptop, Intel Core i3-1115G4, 4GB RAM, 128GB SSD, Windows 11 in S Mode, Platinum Gray",969,1,90 days FREE. Terms apply.,Ships to Bangladesh
HP Pavilion 15.6" Gaming Laptop AMD Ryzen 7-4800H 12GB RAM 512GB SSD PCIe NVMe M.2 GTX 1660Ti 6GB,"1,405",4,90 days FREE. Terms apply.,Ships to Bangladesh
"iBUYPOWER Pro Gaming PC Computer Desktop SlateMR 236i (Intel i5-12600KF 3.7GHz, GeForce RTX 3060 12GB, 16GB DDR4 RGB RAM, 500 GB NVMe SSD + 1 TB HDD, WiFi Ready, Windows 11 Home)",617,20,90 days FREE. Terms apply.,Ships to Bangladesh
Dell Latitude 7000 7320 Rugged Tablet - 13" Full HD Plus - Intel EVO Core i5 11th Gen i5-1140G7 Quad-core (4 Core) 1.80 GHz - 8 GB RAM - 256 GB SSD - Windows 10 Pro - Silver,"1,388",58,90 days FREE. Terms apply.,Ships to Bangladesh
Lenovo ThinkBook 15p G2 ITH 21B1001LUS 15.6" Notebook - UHD - 3840 x 2160 - Intel Core i7 11th Gen i7-11800H Octa-core (8 Core) 2.30 GHz - 16 GB RAM - 512 GB SSD - Mineral Gray,"2,222",13,90 days FREE. Terms apply.,Ships to Bangladesh
MSI STEALTH1713019 17.3" I9-13900H/16/1T/4070/W11 Laptop,"1,450",5,90 days FREE. Terms apply.,Ships to Bangladesh
LG Gram 16T90P-K.APB7U1 16" Touchscreen Rugged 2 in 1 Notebook - WQXGA - 2560 x 1600 - Intel Core i7 11th Gen i7-1165G7 2.80 GHz - 16 GB RAM - 1 TB SSD - Obsidian Black - Intel Chip - Windows 10,532,,90 days FREE. Terms apply.,Ships to Bangladesh
"LG 24î 24CN650N-6A FHD IPS TAA All-in-One Thin Client with Quad-core Processor, Built-in FHD Webcam & Speaker","2,024",,90 days FREE. Terms apply.,Ships to Bangladesh
HP Z4 G4 Workstation - Intel Core i9 Deca-core (10 Core) i9-10900X 10th Gen 3.70 GHz - 16 GB DDR4 SDRAM RAM - 512 GB SSD - Tower,"2,223",,90 days FREE. Terms apply.,Ships to Bangladesh
HP Z4 G4 Workstation - Intel Xeon Quad-core (4 Core) W-2223 3.60 GHz - 16 GB DDR4 SDRAM RAM - 512 GB SSD - Tower,"1,999",,90 days FREE. Terms apply.,Ships to Bangladesh
"LG Gram 16T90P - 16"" WQXGA (2560x1600) 2-in-1 Lightweight Touch Display Laptop, Intel evo with 11th gen Core i7 1165G7 CPU, 16GB RAM, 2TB SSD, 21 Hours Battery, Thunderbolt 4, Silver - 2021",852,,90 days FREE. Terms apply.,Ships to Bangladesh
Lenovo ThinkBook 15 G4 IAP 21DJ00G3US 15.6" Notebook - Full HD - 1920 x 1080 - Intel Core i7 12th Gen i7-1255U Deca-core (10 Core) 1.70 GHz - 8 GB Total RAM - 8 GB On-Board Memory - 512 GB SSD -,"1,237",,90 days FREE. Terms apply.,Ships to Bangladesh
Lenovo ThinkPad L14 Gen 3 21C1004MUS 14" Touchscreen Notebook - Full HD - 1920 x 1080 - Intel Core i7 12th Gen i7-1255U Deca-core (10 Core) - 16 GB Total RAM - 256 GB SSD - Thunder Black,"1,728",,90 days FREE. Terms apply.,Ships to Bangladesh
"ASUS ROG Zephyrus S15 Gaming Laptop, 300Hz 15.6"" FHD 3ms IPS Level, Intel Core i7-10875H, NVIDIA GeForce RTX 2080 Super, 32GB DDR4, 1TB RAID 0 SSD, Wi-Fi 6, Per-Key RGB, Windows 10 Pro, GX502LXS-XS79",969,,90 days FREE. Terms apply.,Ships to Bangladesh
HP ProBook 440 G9 14" Touchscreen Notebook - Full HD - 1920 x 1080 - Intel Core i5 12th Gen i5-1235U Deca-core (10 Core) 1.30 GHz - 8 GB Total RAM - 256 GB SSD - Silver,"2,016",,90 days FREE. Terms apply.,Ships to Bangladesh
MSI Summit E16FLIP Ink Black 16" QHD+ Touch Ultra Thin 2-in-1 Professional Laptop Intel Core i7-1195G7 RTX3050 32GB LPDDR4X 1TB NVMe SSD Win10 (A11UCT-015),"2,077",,90 days FREE. Terms apply.,Ships to Bangladesh
"OnePlus Pad 11.61"" LCD Display, 8GB RAM,128GB Storage, MediaTek Dimensity 9000, Android 13.1, 144HZ Refresh Rate, Dolby Vision Atmos, Wi-Fi with Cellular Data Sharing Tablet",479,15,90 days FREE. Terms apply.,Ships to Bangladesh
HP Z2 G9 Workstation - Intel Core i7 Dodeca-core (12 Core) i7-12700 12th Gen 2.10 GHz - 16 GB DDR5 SDRAM RAM - 512 GB SSD - Mini PC,"1,879","1,551",90 days FREE. Terms apply.,Ships to Bangladesh
ASUS PN53-BB5000X1TD-NL R5-6600H/BT5.2/Radeon/BB/VESA Desktop,429,92,90 days FREE. Terms apply.,Ships to Bangladesh
Lenovo ThinkBook 14 G4 IAP 21DH00DEUS 14" Touchscreen Notebook - Full HD - 1920 x 1080 - Intel Core i5 12th Gen i5-1235U Deca-core (10 Core) 1.30 GHz - 16 GB Total RAM - 8 GB On-Board Memory - 256 GB,784,442,90 days FREE. Terms apply.,Ships to Bangladesh
"Lenovo 14w Gen 2 14"" HD Laptop Student Notebook 2022, AMD 3015e Processor(up to 2.30 GHz), 4GB DDR4 RAM, 192GB Storage Space(64GB eMMC + 128GB Micro SD), WiFi 6, Bluetooth 5.2, Windows 10 Pro",194,6,90 days FREE. Terms apply.,Ships to Bangladesh
"Acer Chromebook 11, Celeron N3350, 11.6"" HD, 4GB LPDDR4, 32GB eMMC, Google Chrome, C732-C6WU",178,1,90 days FREE. Terms apply.,Ships to Bangladesh
Lenovo ThinkPad L13 Yoga Gen 3 21B50037US 13.3" Touchscreen Convertible 2 in 1 Notebook - WUXGA - 1920 x 1200 - Intel Core i5 12th Gen i5-1235U Deca-core (10 Core) 3.30 GHz - 8 GB Total RAM - 256 GB,"1,001",1,90 days FREE. Terms apply.,"Get it Thu, Jun 22 - Wed, Jul 5"
Lenovo ThinkPad L13 Yoga Gen 3 21B5003RUS 13.3" Touchscreen Convertible 2 in 1 Notebook - WUXGA - 1920 x 1200 - Intel Core i7 12th Gen i7-1265U Deca-core (10 Core) - 16 GB Total RAM - 16 GB On-Board,"1,247","1,296",90 days FREE. Terms apply.,Ships to Bangladesh
Lenovo ThinkPad P16s G1 21BT001PUS 16" Touchscreen Mobile Workstation - WUXGA - 1920 x 1200 - Intel Core i7 12th Gen i7-1260P Dodeca-core (12 Core) 3.40 GHz - 16 GB Total RAM - 512 GB SSD - Black,"1,699",21,90 days FREE. Terms apply.,Ships to Bangladesh
HP EliteOne 870 G9 All-in-One Computer - Intel Core i7 12th Gen i7-12700 Dodeca-core (12 Core) 2.10 GHz - 16 GB RAM DDR5 SDRAM - 512 GB M.2 PCI Express NVMe SSD - 27" Full HD 1920 x 1080 - Desktop,"1,725",,90 days FREE. Terms apply.,Ships to Bangladesh
HP ProOne 600 G6 All-in-One Computer - Intel Core i5 10th Gen i5-10500 Hexa-core (6 Core) 3.10 GHz - 8 GB RAM DDR4 SDRAM - 256 GB M.2 PCI Express NVMe 3.0 SSD - 21.5" Full HD 1920 x 1080 - Desktop,"1,002",,90 days FREE. Terms apply.,Ships to Bangladesh
Lenovo ThinkPad E14 Gen 4 21E3008HUS 14" Notebook - Full HD - 1920 x 1080 - Intel Core i5 12th Gen i5-1235U Deca-core (10 Core) - 8 GB Total RAM - 8 GB On-Board Memory - 256 GB SSD - Mineral Metallic,877,,90 days FREE. Terms apply.,Ships to Bangladesh
"Thermaltake Reactor 370 Liquid-Cooled PC (AMD Ryzen 5 5600X, RTX 3070, 16GB RGB 3600Mhz DDR4 ToughRAM RGB Memory, 1TB Gen4 NVMe M.2, WiFi, Win 10 Home) Gaming Desktop Computer TW1B-B550-R37-LCS","2,299",,90 days FREE. Terms apply.,Ships to Bangladesh
Lenovo IdeaPad 1 14ADA05 82GW009WUS 14" Notebook - Full HD - 1920 x 1080 - AMD Athlon Silver 3050e Dual-core (2 Core) 1.40 GHz - 4 GB RAM - 128 GB SSD - Platinum Gray - AMD Chip - Windows 11 Home,248,,90 days FREE. Terms apply.,Ships to Bangladesh
"ROG Zephyrus M Thin and Portable Gaming Laptop, 15.6î 240Hz FHD IPS, NVIDIA GeForce RTX 2070, Intel Core i7-9750H, 16GB DDR4 RAM, 1TB PCIe SSD, Per-key RGB, Windows 10 Home, GU502GW-AH76","1,980",,90 days FREE. Terms apply.,Ships to Bangladesh
Dell Latitude 5000 5530 15.6" Notebook - Full HD - 1920 x 1080 - Intel Core i5 12th Gen i5-1240P Dodeca-core (12 Core) 1.70 GHz - 16 GB Total RAM - 256 GB SSD - Gray,"1,402",,90 days FREE. Terms apply.,Ships to Bangladesh
"Skytech Siege 3.0 Gaming PC Desktop - AMD Ryzen 7 5800X 3.8GHz, AMD 6800 16G GDDR6, 16GB DDR4 3200, 1TB Gen4 SSD, 750W Gold PSU, 360mm AIO, AC WiFi, Windows 10 Home 64-bit","2,399",,90 days FREE. Terms apply.,Ships to Bangladesh
"ASUS PN41 Fanless MiniPC Barebone with Intel 11th gen Quad Core Celeron N5100, Support Dual 4K, DisplayPort, WiFi, Bluetooth 5, Hardware TPM, VESA Mount",188,,90 days FREE. Terms apply.,Ships to Bangladesh
